arrival_orders,box_numbers,horse_numbers,horse_names,horse_ids,horse_sexes,horse_ages,jockey_weights,jockey_names,goal_times,goal_margins,order_transitions,half_times,odds,popularities,horse_weights,horse_weight_diffs,trainer_names,horse_owners,earn_prizes,name,race_number,course_type,course_direction,course_length,weather,course_condition,race_start_time,held_date,held_place,held_number,held_date_number,explanation
10,8,10,エスペランサスカイ,2015102830,牡,6,56,大畑雅章,1:35.6,3/4,9-9-10,41.9,80.2,7,465,-5,[地]植松則幸,伊藤雅康,,C5組,4,ダ,右,1400,晴,良,12:00,2021年1月18日,名古屋,22,4,(定量)
1,7,7,ユーバーファル,2016102554,牡,5,56,今井貴大,1:31.5,,1-1-1,39.2,3.2,2,521,0,[地]竹下直人,吉山藤雄,30.0,C4組,5,ダ,右,1400,晴,良,12:30,2021年1月18日,名古屋,22,4,(定量)
2,6,6,キングズジェム,2017101106,牡,4,56,加藤聡一,1:32.7,6,5-5-2,39.7,3.2,1,457,+2,[地]原口次夫,加藤千豊,9.6,C4組,5,ダ,右,1400,晴,良,12:30,2021年1月18日,名古屋,22,4,(定量)
3,8,9,ゴラッソゴール,2017102061,牡,4,56,加藤利征,1:33.1,2,2-2-4,40.5,6.4,4,486,+2,[地]錦見勇夫,錦見日出雄,5.4,C4組,5,ダ,右,1400,晴,良,12:30,2021年1月18日,名古屋,22,4,(定量)
4,8,10,ヴァイスジーニー,2014110003,セ,7,53,細川智史,1:33.4,1.1/2,3-3-3,40.7,4.0,3,521,-8,[地]植松則幸,（株）ファーストビ,3.6,C4組,5,ダ,右,1400,晴,良,12:30,2021年1月18日,名古屋,22,4,(定量)
5,2,2,グレートブレス,2012102766,牡,9,56,大畑雅章,1:33.4,ハナ,6-6-5,40.2,12.7,5,508,-5,[地]今津勝之,（同）ＪＰＮ技研,2.4,C4組,5,ダ,右,1400,晴,良,12:30,2021年1月18日,名古屋,22,4,(定量)
6,1,1,コトブキポインター,2015103962,牡,6,56,加藤誓二,1:33.9,2.1/2,10-10-8,39.5,110.8,10,437,0,[地]櫻井今朝,上田力,,C4組,5,ダ,右,1400,晴,良,12:30,2021年1月18日,名古屋,22,4,(定量)
7,3,3,ネオセラフ,2017102684,牝,4,54,水野翔,1:34.0,1/2,8-8-7,40.2,76.1,9,475,-2,[地]櫻井今朝,橘勝年,,C4組,5,ダ,右,1400,晴,良,12:30,2021年1月18日,名古屋,22,4,(定量)
8,4,4,ピンクリボン,2014101611,牝,7,54,柿原翔,1:34.2,1,9-9-10,40.1,35.8,8,439,-6,[地]角田輝也,山住俊晃,,C4組,5,ダ,右,1400,晴,良,12:30,2021年1月18日,名古屋,22,4,(定量)
9,5,5,ペイシャモカ,2015103477,牝,6,54,岡部誠,1:34.2,クビ,4-4-6,41.2,18.5,6,486,+6,[地]井手上慎,中野善之,,C4組,5,ダ,右,1400,晴,良,12:30,2021年1月18日,名古屋,22,4,(定量)
10,7,8,ノットソーキュート,2016104918,牝,5,52,宮下瞳,1:34.6,2,7-7-9,41.1,23.0,7,457,+1,[地]櫻井今朝,遠藤喜和,,C4組,5,ダ,右,1400,晴,良,12:30,2021年1月18日,名古屋,22,4,(定量)
1,8,9,ザサンアップライト,2017103271,牡,4,56,村上弘樹,1:31.3,,1-1-1,39.4,1.3,1,444,+2,[地]角田輝也,福原聡,30.0,C3組,6,ダ,右,1400,晴,良,13:05,2021年1月18日,名古屋,22,4,(定量)
2,3,3,ミスマチルダ,2017100495,牝,4,52,宮下瞳,1:32.2,4,3-3-3,39.9,45.3,7,462,+7,[地]井手上慎,吉田勝利,9.6,C3組,6,ダ,右,1400,晴,良,13:05,2021年1月18日,名古屋,22,4,(定量)
3,6,6,メイショウノリムネ,2017105793,牡,4,56,岡部誠,1:32.2,クビ,4-4-4,39.6,5.8,2,504,+2,[地]藤ヶ崎一,伊藤彰敏,5.4,C3組,6,ダ,右,1400,晴,良,13:05,2021年1月18日,名古屋,22,4,(定量)
4,2,2,ステイタス,2015105169,セ,6,56,加藤聡一,1:32.3,クビ,7-7-5,38.6,7.1,3,510,+1,[地]角田輝也,（株）ニッシンホー,3.6,C3組,6,ダ,右,1400,晴,良,13:05,2021年1月18日,名古屋,22,4,(定量)
5,8,10,モズラフランス,2017100951,牡,4,54,木之前葵,1:32.5,1.1/2,2-2-2,40.5,12.1,4,479,+5,[地]荒巻透,木村良明,2.4,C3組,6,ダ,右,1400,晴,良,13:05,2021年1月18日,名古屋,22,4,(定量)
6,1,1,テディボーイ,2016103282,牡,5,53,細川智史,1:32.8,1.1/2,10-10-10,38.3,52.4,8,467,-3,[地]藤ヶ崎一,片岡信賢,,C3組,6,ダ,右,1400,晴,良,13:05,2021年1月18日,名古屋,22,4,(定量)
7,5,5,デルマタスケ,2013100867,牡,8,56,柿原翔,1:33.3,2.1/2,9-9-7,39.3,141.5,9,472,+2,[地]藤ヶ崎一,山野雄,,C3組,6,ダ,右,1400,晴,良,13:05,2021年1月18日,名古屋,22,4,(定量)
8,4,4,スカーレットベガ,2016110100,牝,5,54,加藤誓二,1:33.4,クビ,5-5-6,40.1,155.2,10,428,+1,[地]荒巻透,稲葉光昭,,C3組,6,ダ,右,1400,晴,良,13:05,2021年1月18日,名古屋,22,4,(定量)
9,7,8,トミケンプラセール,2017103417,セ,4,56,戸部尚実,1:33.5,3/4,8-8-9,39.5,23.8,5,435,+8,[地]瀬戸口悟,小橋亮太,,C3組,6,ダ,右,1400,晴,良,13:05,2021年1月18日,名古屋,22,4,(定量)
10,7,7,フリーゴーイング,2014102456,牡,7,56,大畑雅章,1:34.0,2.1/2,6-6-8,40.6,42.4,6,481,+1,[地]錦見勇夫,山本忍,,C3組,6,ダ,右,1400,晴,良,13:05,2021年1月18日,名古屋,22,4,(定量)
1,7,8,トーセンウエーブ,2017104383,牡,4,56,丸山真一,1:32.4,,6-5-1,39.6,26.6,7,433,+2,[地]坂口義幸,橘勝年,32.0,C2組,7,ダ,右,1400,晴,良,13:40,2021年1月18日,名古屋,22,4,(定量)
2,3,3,フューリー,2017102113,牡,4,56,岡部誠,1:32.8,2,5-6-5,39.9,3.3,2,505,+1,[地]藤ヶ崎一,伊藤彰敏,10.2,C2組,7,ダ,右,1400,晴,良,13:40,2021年1月18日,名古屋,22,4,(定量)
3,1,1,アップショウ,2016100876,牝,5,54,加藤聡一,1:32.8,クビ,10-9-6,39.2,8.3,4,465,+5,[地]倉地学,田口順子,5.8,C2組,7,ダ,右,1400,晴,良,13:40,2021年1月18日,名古屋,22,4,(定量)
4,4,4,タッシールフィーナ,2017103535,牝,4,52,木之前葵,1:33.1,1.1/2,1-1-3,40.7,2.9,1,518,-1,[地]錦見勇夫,錦見日出雄,3.8,C2組,7,ダ,右,1400,晴,良,13:40,2021年1月18日,名古屋,22,4,(定量)
5,2,2,ラントカルテ,2015104193,牡,6,56,今井貴大,1:33.2,クビ,9-10-9,39.5,39.0,9,458,0,[地]倉地学,小林伸幸,2.6,C2組,7,ダ,右,1400,晴,良,13:40,2021年1月18日,名古屋,22,4,(定量)
6,7,7,グリフレット,2014105393,牡,7,54,宮下瞳,1:33.6,2,3-4-6,40.9,3.8,3,438,-7,[地]井手上慎,原口厚三,,C2組,7,ダ,右,1400,晴,良,13:40,2021年1月18日,名古屋,22,4,(定量)
7,5,5,マイネルソノリティ,2014100695,牡,7,56,大畑雅章,1:33.7,1/2,7-7-8,40.6,12.8,5,462,0,[地]井手上慎,吉川恭平,,C2組,7,ダ,右,1400,晴,良,13:40,2021年1月18日,名古屋,22,4,(定量)
8,6,6,ルッキングフライ,2016105521,牡,5,56,戸部尚実,1:33.8,1/2,2-2-2,41.3,19.0,6,456,+1,[地]櫻井今朝,尼崎信,,C2組,7,ダ,右,1400,晴,良,13:40,2021年1月18日,名古屋,22,4,(定量)
9,8,9,グラスピエーナ,2017103351,牝,4,54,柿原翔,1:33.8,ハナ,8-8-10,40.3,31.3,8,444,+1,[地]竹下太,後藤武久,,C2組,7,ダ,右,1400,晴,良,13:40,2021年1月18日,名古屋,22,4,(定量)
10,8,10,カルチョ,2015106399,牝,6,54,山田祥雄,1:34.2,2,3-3-4,41.7,77.8,10,425,-1,[地]植松則幸,伊藤雅康,,C2組,7,ダ,右,1400,晴,良,13:40,2021年1月18日,名古屋,22,4,(定量)
1,8,10,キャプテンドレイク,2017104852,牡,4,54,宮下瞳,1:45.6,,1-1-1,40.2,2.0,1,499,+2,[地]瀬戸口悟,谷掛龍夫,32.0,B9組,8,ダ,右,1600,晴,良,14:10,2021年1月18日,名古屋,22,4,(定量)
2,5,5,アースエヴェリーナ,2017100103,牝,4,54,渡辺竜也,1:46.0,2,7-7-2,39.5,13.8,4,477,+2,[地]今津勝之,小出水正男,10.2,B9組,8,ダ,右,1600,晴,良,14:10,2021年1月18日,名古屋,22,4,(定量)
3,7,8,ウルスラ,2017105076,牝,4,54,加藤聡一,1:46.5,2.1/2,6-6-6,40.4,2.5,2,414,+6,[地]今津博之,道地房男,5.8,B9組,8,ダ,右,1600,晴,良,14:10,2021年1月18日,名古屋,22,4,(定量)
4,3,3,ヴィーヴァラモーヌ,2016101602,牝,5,54,大畑雅章,1:47.6,5,4-3-4,41.9,25.4,6,421,+3,[地]今津勝之,芹澤精一,3.8,B9組,8,ダ,右,1600,晴,良,14:10,2021年1月18日,名古屋,22,4,(定量)
5,2,2,ジョウショーカード,2017101459,牡,4,56,戸部尚実,1:47.7,1/2,9-9-7,40.6,6.9,3,470,+2,[地]迫田清美,高橋治行,2.6,B9組,8,ダ,右,1600,晴,良,14:10,2021年1月18日,名古屋,22,4,(定量)
6,1,1,アニヴェルセル,2016106130,牝,5,54,山田祥雄,1:48.0,1.1/2,8-8-8,40.9,30.7,7,455,+4,[地]坂口義幸,結城喜一,,B9組,8,ダ,右,1600,晴,良,14:10,2021年1月18日,名古屋,22,4,(定量)
7,4,4,ライブリーハピネス,2016101897,牝,5,54,水野翔,1:48.2,1.1/2,5-4-5,42.4,38.4,8,446,+13,[地]成田明,加藤哲郎,,B9組,8,ダ,右,1600,晴,良,14:10,2021年1月18日,名古屋,22,4,(定量)
8,8,9,ペイシャエスティマ,2016103935,牝,5,54,藤原良一,1:48.3,1/2,3-2-3,42.7,166.2,10,423,-1,[地]伊藤勝己,太田雅貴,,B9組,8,ダ,右,1600,晴,良,14:10,2021年1月18日,名古屋,22,4,(定量)
9,7,7,フィップル,2014106289,牝,7,52,木之前葵,1:49.1,4,10-10-10,41.2,112.9,9,467,-5,[地]今津勝之,（同）ＪＰＮ技研,,B9組,8,ダ,右,1600,晴,良,14:10,2021年1月18日,名古屋,22,4,(定量)
10,6,6,ナガラリバー,2015103035,牝,6,54,岡部誠,1:50.4,6,2-5-9,44.5,24.4,5,447,+2,[地]倉地学,稲垣誠,,B9組,8,ダ,右,1600,晴,良,14:10,2021年1月18日,名古屋,22,4,(定量)
1,3,3,ミラクルキャッシュ,2017101422,牡,4,56,吉井友彦,1:31.9,,1-1-1,40.2,4.5,3,519,+2,[地]井上哲,近藤英二,32.0,B8組,9,ダ,右,1400,晴,良,14:45,2021年1月18日,名古屋,22,4,(定量)
2,6,6,アウトラン,2016105895,牝,5,54,柿原翔,1:32.4,2.1/2,7-7-7,39.2,138.0,10,481,-1,[地]藤ヶ崎一,上田力,10.2,B8組,9,ダ,右,1400,晴,良,14:45,2021年1月18日,名古屋,22,4,(定量)
3,2,2,アングレーム,2015104803,牝,6,54,岡部誠,1:32.4,ハナ,4-3-2,40.3,2.0,1,455,+1,[地]藤ヶ崎一,片岡信賢,5.8,B8組,9,ダ,右,1400,晴,良,14:45,2021年1月18日,名古屋,22,4,(定量)
4,7,7,ウインランウェイ,2017105943,牡,4,56,渡辺竜也,1:32.7,1.1/2,5-6-3,40.1,5.0,4,458,-1,[地]藤ヶ崎一,鈴木重夫,3.8,B8組,9,ダ,右,1400,晴,良,14:45,2021年1月18日,名古屋,22,4,(定量)
5,5,5,エムティーカイザ,2016105642,牡,5,56,今井貴大,1:33.2,2.1/2,6-5-5,40.7,65.9,7,506,-3,[地]宮本仁,蜂須賀重夫,2.6,B8組,9,ダ,右,1400,晴,良,14:45,2021年1月18日,名古屋,22,4,(定量)
6,8,9,オースタラ,2014101957,牝,7,54,山田祥雄,1:33.4,1,2-2-4,41.5,23.6,5,486,+3,[地]角田輝也,永田和彦,,B8組,9,ダ,右,1400,晴,良,14:45,2021年1月18日,名古屋,22,4,(定量)
7,8,10,アークダイヤ,2016101833,牝,5,54,友森翔太,1:33.5,クビ,8-8-8,40.0,112.4,9,431,+1,[地]坂口義幸,ＡＨＣ（株）,,B8組,9,ダ,右,1400,晴,良,14:45,2021年1月18日,名古屋,22,4,(定量)
8,1,1,エスペレラヴニール,2014103985,牝,7,51,細川智史,1:33.5,ハナ,3-4-6,41.4,26.8,6,467,-3,[地]原口次夫,近藤聡明,,B8組,9,ダ,右,1400,晴,良,14:45,2021年1月18日,名古屋,22,4,(定量)
9,4,4,クールレオ,2014103339,牝,7,54,加藤利征,1:33.6,1/2,9-9-9,39.9,77.6,8,434,-1,[地]錦見勇夫,（有）大勇,,B8組,9,ダ,右,1400,晴,良,14:45,2021年1月18日,名古屋,22,4,(定量)
10,7,8,コスモポルベーラ,2016100754,牡,5,54,宮下瞳,1:34.7,5,10-10-10,40.9,4.5,2,430,-1,[地]藤ヶ崎一,山室哲也,,B8組,9,ダ,右,1400,晴,良,14:45,2021年1月18日,名古屋,22,4,(定量)
1,7,8,エベレストテソーロ,2016100646,牡,5,56,加藤利征,1:46.4,,7-6-3,40.7,6.3,3,481,+5,[地]錦見勇夫,福岡隆史,32.0,マンリョウ賞,10,ダ,右,1600,晴,良,15:15,2021年1月18日,名古屋,22,4,(定量)
2,3,3,プリンセスダズリン,2017101620,牝,4,54,戸部尚実,1:46.6,3/4,8-8-7,40.1,37.4,5,486,+4,[地]塚田隆男,古賀和夫,10.2,マンリョウ賞,10,ダ,右,1600,晴,良,15:15,2021年1月18日,名古屋,22,4,(定量)
3,5,5,プリンスオブジオン,2017100654,牡,4,56,岡部誠,1:46.6,クビ,1-1-1,41.3,1.6,1,451,+2,[地]井手上慎,鮎川福道,5.8,マンリョウ賞,10,ダ,右,1600,晴,良,15:15,2021年1月18日,名古屋,22,4,(定量)
4,4,4,セイエスコート,2017101051,牡,4,56,水野翔,1:47.0,2,5-3-2,41.5,2.9,2,497,-1,[地]安部幸夫,金田成基,3.8,マンリョウ賞,10,ダ,右,1600,晴,良,15:15,2021年1月18日,名古屋,22,4,(定量)
5,2,2,ニュークラウン,2014105489,牝,7,54,柿原翔,1:47.1,1/2,10-9-9,40.2,68.5,8,475,-3,[地]藤ヶ崎一,永山和夫,2.6,マンリョウ賞,10,ダ,右,1600,晴,良,15:15,2021年1月18日,名古屋,22,4,(定量)
6,8,11,マーナガルム,2015105047,牡,6,54,宮下瞳,1:47.5,2,9-10-10,40.6,46.6,7,476,+2,[地]竹口勝利,（同）ＪＰＮ技研,,マンリョウ賞,10,ダ,右,1600,晴,良,15:15,2021年1月18日,名古屋,22,4,(定量)
7,8,10,ボナリー,2015105213,牝,6,54,横井将人,1:47.7,1,6-7-6,41.9,82.9,9,449,-1,[地]安部幸夫,（同）ＪＰＮ技研,,マンリョウ賞,10,ダ,右,1600,晴,良,15:15,2021年1月18日,名古屋,22,4,(定量)
8,1,1,ソトコマタ,2015104015,牝,6,54,丸山真一,1:47.7,ハナ,3-5-5,42.0,37.6,6,448,+3,[地]坂口義幸,谷謙介,,マンリョウ賞,10,ダ,右,1600,晴,良,15:15,2021年1月18日,名古屋,22,4,(定量)
9,6,7,ショーンガウアー,2015105018,セ,6,56,加藤聡一,1:47.8,1/2,4-4-4,42.2,22.3,4,493,+3,[地]竹下直人,（株）ファーストビ,,マンリョウ賞,10,ダ,右,1600,晴,良,15:15,2021年1月18日,名古屋,22,4,(定量)
10,6,6,スズカモンド,2016109083,牡,5,56,藤原良一,1:48.3,2.1/2,2-2-8,42.9,95.0,10,504,-2,[地]坂口義幸,永井宏明,,マンリョウ賞,10,ダ,右,1600,晴,良,15:15,2021年1月18日,名古屋,22,4,(定量)
取,7,9,シンボリジョーク,2016101427,牡,5,56,友森翔太,,,,,---,,,,[地]塚田隆男,早田敬子,,マンリョウ賞,10,ダ,右,1600,晴,良,15:15,2021年1月18日,名古屋,22,4,(定量)
1,6,7,キーグラウンド,2014100464,牡,7,54,宮下瞳,1:44.4,,4-4-2,40.1,1.4,1,522,+4,[地]川西毅,北前孔一郎,70.0,まんさく特別 ,11,ダ,右,1600,晴,良,15:50,2021年1月18日,名古屋,22,4,(別定)
2,4,4,スマートサーブル,2016101398,牡,5,56,丸山真一,1:44.8,2,9-9-3,39.6,30.0,5,482,+1,[地]竹下直人,（株）ファーストビ,22.4,まんさく特別 ,11,ダ,右,1600,晴,良,15:50,2021年1月18日,名古屋,22,4,(別定)
3,8,11,ルビーロマン,2015103725,牡,6,56,今井貴大,1:44.9,1/2,5-5-1,40.3,10.0,3,509,+1,[地]竹下直人,大島栄一,12.6,まんさく特別 ,11,ダ,右,1600,晴,良,15:50,2021年1月18日,名古屋,22,4,(別定)
4,5,5,ペイシャブルー,2014102280,牝,7,54,大畑雅章,1:45.4,2.1/2,10-10-9,40.1,58.8,8,439,-1,[地]迫田清美,小林哲弘,8.4,まんさく特別 ,11,ダ,右,1600,晴,良,15:50,2021年1月18日,名古屋,22,4,(別定)
5,3,3,リリーマイスター,2015105511,牡,6,54,木之前葵,1:45.4,クビ,12-11-8,40.0,60.3,9,529,-2,[地]榎屋充,蟹江知彦,5.6,まんさく特別 ,11,ダ,右,1600,晴,良,15:50,2021年1月18日,名古屋,22,4,(別定)
6,5,6,ニシノライリー,2016102875,牝,5,54,加藤聡一,1:45.5,クビ,3-3-4,41.2,84.8,10,509,-8,[地]坂口義幸,太田雅貴,,まんさく特別 ,11,ダ,右,1600,晴,良,15:50,2021年1月18日,名古屋,22,4,(別定)
7,6,8,エイシンミコノス,2013103280,牡,8,56,村上弘樹,1:45.7,1,7-8-6,40.7,39.2,6,546,-13,[地]今津博之,林由真,,まんさく特別 ,11,ダ,右,1600,晴,良,15:50,2021年1月18日,名古屋,22,4,(別定)
8,7,10,オンワードマリー,2015100357,牝,6,54,岡部誠,1:45.8,クビ,6-6-10,41.0,4.5,2,441,-1,[地]宮本仁,中嶋隆,,まんさく特別 ,11,ダ,右,1600,晴,良,15:50,2021年1月18日,名古屋,22,4,(別定)
9,1,1,トロハ,2016104221,牝,5,54,水野翔,1:45.9,クビ,11-12-12,40.4,12.6,4,495,-3,[地]塚田隆男,橋元勇氣,,まんさく特別 ,11,ダ,右,1600,晴,良,15:50,2021年1月18日,名古屋,22,4,(別定)
10,7,9,カレドヴルフ,2014106156,牡,7,56,柿原翔,1:46.7,4,8-7-11,41.8,162.4,12,501,-3,[地]角田輝也,永田和彦,,まんさく特別 ,11,ダ,右,1600,晴,良,15:50,2021年1月18日,名古屋,22,4,(別定)
11,2,2,ウエスタンラムール,2012102708,牡,9,56,渡辺竜也,1:48.0,6,2-2-5,44.0,130.7,11,476,-3,[地]宮本仁,蜂須賀重夫,,まんさく特別 ,11,ダ,右,1600,晴,良,15:50,2021年1月18日,名古屋,22,4,(別定)
12,8,12,モズオラクル,2015106055,牡,6,56,横井将人,1:48.3,1.1/2,1-1-7,44.3,42.7,7,508,-1,[地]安部幸夫,木村良明,,まんさく特別 ,11,ダ,右,1600,晴,良,15:50,2021年1月18日,名古屋,22,4,(別定)
1,3,3,シンゼンハッピー,2017106684,牡,4,56,村上弘樹,2:01.6,,7-7-5,38.6,8.1,4,505,-3,[地]角田輝也,原司郎,37.0,七里の渡し特別 ,12,ダ,右,1800,晴,良,16:25,2021年1月18日,名古屋,22,4,(定量)
2,7,8,アンストッパブル,2017106226,セ,4,56,加藤聡一,2:01.9,1.1/2,4-4-3,39.9,9.5,5,470,+1,[地]角田輝也,（株）吉澤ステーブ,11.8,七里の渡し特別 ,12,ダ,右,1800,晴,良,16:25,2021年1月18日,名古屋,22,4,(定量)
3,8,9,ノビルメンテ,2017102839,牝,4,54,大畑雅章,2:02.1,3/4,3-3-4,40.1,5.7,3,469,+1,[地]塚田隆男,橋元勇氣,6.7,七里の渡し特別 ,12,ダ,右,1800,晴,良,16:25,2021年1月18日,名古屋,22,4,(定量)
4,7,7,シンゼンウイング,2017102933,セ,4,56,岡部誠,2:02.3,1,2-2-2,40.5,1.8,1,495,-3,[地]角田輝也,原司郎,4.4,七里の渡し特別 ,12,ダ,右,1800,晴,良,16:25,2021年1月18日,名古屋,22,4,(定量)
5,2,2,フェデネージュ,2017103996,牝,4,54,渡辺竜也,2:02.7,2,6-6-7,40.2,19.1,6,455,+1,[地]藤ヶ崎一,仲尾正人,3.0,七里の渡し特別 ,12,ダ,右,1800,晴,良,16:25,2021年1月18日,名古屋,22,4,(定量)
6,6,6,グラスコックピット,2017110047,牡,4,56,柿原翔,2:02.8,1/2,5-5-6,40.6,23.9,7,491,0,[地]倉地学,（株）ＭＲ,,七里の渡し特別 ,12,ダ,右,1800,晴,良,16:25,2021年1月18日,名古屋,22,4,(定量)
7,8,10,メルヘンステージ,2016103117,牝,5,54,水野翔,2:03.1,1.1/2,1-1-1,41.4,4.8,2,487,-8,[地]井手上慎,蜂須賀重夫,,七里の渡し特別 ,12,ダ,右,1800,晴,良,16:25,2021年1月18日,名古屋,22,4,(定量)
8,4,4,セユウスマート,2015109154,牡,6,56,藤原良一,2:05.1,大,9-9-9,40.5,110.5,9,447,+2,[地]櫻井今朝,遠藤喜和,,七里の渡し特別 ,12,ダ,右,1800,晴,良,16:25,2021年1月18日,名古屋,22,4,(定量)
9,5,5,ビップゼロワン,2016101371,セ,5,56,今井貴大,2:05.2,1/2,8-8-8,41.1,92.2,8,470,+6,[地]藤ヶ崎一,片岡信賢,,七里の渡し特別 ,12,ダ,右,1800,晴,良,16:25,2021年1月18日,名古屋,22,4,(定量)
取,1,1,キラビヤカ,2017101758,牝,4,52,宮下瞳,,,,,---,,,,[地]藤ヶ崎一,寒川太一,,七里の渡し特別 ,12,ダ,右,1800,晴,良,16:25,2021年1月18日,名古屋,22,4,(定量)
1,3,6,アドマイヤレビン,2018105333,牡,3,56,ルメール,1:12.8,,3-3,38.0,5.3,4,490,+12,[東]加藤征弘,近藤旬子,510.0,3歳未勝利,1,ダ,右,1200,曇,良,10:10,2021年1月17日,中山,1,6,3歳未勝利(混)(馬齢)
2,1,2,バルネージュ,2018103832,セ,3,56,木幡巧也,1:13.2,2.1/2,5-3,38.2,3.6,2,514,-2,[東]牧光二,手嶋康雄,200.0,3歳未勝利,1,ダ,右,1200,曇,良,10:10,2021年1月17日,中山,1,6,3歳未勝利(混)(馬齢)
3,3,5,カード,2018101437,牝,3,54,江田照男,1:13.3,1/2,3-2,38.5,2.9,1,456,+2,[東]清水英克,井高義光,130.0,3歳未勝利,1,ダ,右,1200,曇,良,10:10,2021年1月17日,中山,1,6,3歳未勝利(混)(馬齢)
4,8,16,ペルセウステソーロ,2018110069,牡,3,56,三浦皇成,1:14.2,5,1-1,39.8,4.0,3,460,+12,[東]畠山吉宏,了徳寺健二ホールディングス,77.0,3歳未勝利,1,ダ,右,1200,曇,良,10:10,2021年1月17日,中山,1,6,3歳未勝利(混)(馬齢)
5,1,1,アデウス,2018103973,牝,3,54,酒井学,1:14.2,アタマ,10-9,38.4,99.8,12,446,+4,[東]佐藤吉勝,平本敏夫,51.0,3歳未勝利,1,ダ,右,1200,曇,良,10:10,2021年1月17日,中山,1,6,3歳未勝利(混)(馬齢)
6,2,4,カミヤガルーラ,2018101749,牡,3,56,岩田望来,1:14.3,1/2,7-7,39.1,46.5,8,468,+2,[東]杉浦宏昭,佐藤悠大,,3歳未勝利,1,ダ,右,1200,曇,良,10:10,2021年1月17日,中山,1,6,3歳未勝利(混)(馬齢)
7,7,14,アルドゥマン,2018104174,牡,3,56,柴田大知,1:14.5,1,12-11,38.4,87.0,11,436,0,[東]南田美知,上田忠男,,3歳未勝利,1,ダ,右,1200,曇,良,10:10,2021年1月17日,中山,1,6,3歳未勝利(混)(馬齢)
8,4,7,タカイチラブ,2018101701,牡,3,56,北村宏司,1:14.5,アタマ,7-8,39.2,31.0,6,488,-4,[東]勢司和浩,高橋一郎,,3歳未勝利,1,ダ,右,1200,曇,良,10:10,2021年1月17日,中山,1,6,3歳未勝利(混)(馬齢)
9,7,13,クリスタルスワン,2018101499,牝,3,54,吉田豊,1:14.8,1.1/2,14-14,38.5,68.7,10,492,+6,[東]土田稔,岡田勇,,3歳未勝利,1,ダ,右,1200,曇,良,10:10,2021年1月17日,中山,1,6,3歳未勝利(混)(馬齢)
10,2,3,チャーチャンテン,2018103468,牝,3,51,小林脩斗,1:14.8,アタマ,10-11,39.0,47.1,9,402,0,[東]星野忍,田頭勇貴,,3歳未勝利,1,ダ,右,1200,曇,良,10:10,2021年1月17日,中山,1,6,3歳未勝利(混)(馬齢)
11,8,15,トーセンアーサー,2018105625,牡,3,56,宮崎北斗,1:14.9,1/2,5-6,39.9,24.1,5,532,-4,[東]中川公成,島川隆哉,,3歳未勝利,1,ダ,右,1200,曇,良,10:10,2021年1月17日,中山,1,6,3歳未勝利(混)(馬齢)
12,5,9,ハイパーミラクル,2018106060,牝,3,51,原優介,1:14.9,ハナ,2-3,40.2,37.0,7,404,0,[東]加藤士津,高橋宏弥,,3歳未勝利,1,ダ,右,1200,曇,良,10:10,2021年1月17日,中山,1,6,3歳未勝利(混)(馬齢)
13,6,11,リカバリーショット,2018106021,牡,3,56,的場勇人,1:15.4,3,12-13,39.3,163.2,15,494,+6,[東]的場均,吉田勝利,,3歳未勝利,1,ダ,右,1200,曇,良,10:10,2021年1月17日,中山,1,6,3歳未勝利(混)(馬齢)
14,4,8,キタノインスパイア,2018103397,牝,3,54,岩部純二,1:15.6,1.1/4,9-9,39.9,133.6,14,450,+8,[東]萱野浩二,北所直人,,3歳未勝利,1,ダ,右,1200,曇,良,10:10,2021年1月17日,中山,1,6,3歳未勝利(混)(馬齢)
15,6,12,オスマントルコ,2018101139,牡,3,56,丸田恭介,1:15.8,1.1/4,15-15,38.9,119.1,13,542,-2,[東]小手川準,福田光博,,3歳未勝利,1,ダ,右,1200,曇,良,10:10,2021年1月17日,中山,1,6,3歳未勝利(混)(馬齢)
16,5,10,サンチャタヌーガ,2018103821,牡,3,56,武士沢友,1:16.2,2.1/2,15-15,39.3,167.6,16,462,0,[東]杉浦宏昭,加藤ステーブル,,3歳未勝利,1,ダ,右,1200,曇,良,10:10,2021年1月17日,中山,1,6,3歳未勝利(混)(馬齢)
